tradition_type,name,slot,description_raw,description_clean
TRADITION_HEQIN,Heqin,Policy,+5 [icon:YIELD_CULTURE] per [icon:PLAYER_RELATIONSHIP_ALLIANCE] [TIP:LOC_PEDIA_CONCEPTS_ALLIANCE_TOOLTIP]Alliance[/TIP].,+5 Culture per Alliance.
TRADITION_HIMAL,Himāl II,Tradition,"+4 [icon:YIELD_CULTURE] Culture on [icon:CITY_UNIMPROVED] Mountain Terrain in your [icon:NOTIFICATION_SELECT_CAPITAL] Capital, +2 [icon:YIELD_CULTURE] Culture on [icon:CITY_UNIMPROVED] Mountain Terrain in other [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP].","+4 Culture on Mountain Terrain in your Capital, +2 Culture on Mountain Terrain in other Settlements."
TRADITION_HIMAL_I,Himāl I,Tradition,"+2 [icon:YIELD_CULTURE] Culture on [icon:CITY_UNIMPROVED] Mountain Terrain in your [icon:NOTIFICATION_SELECT_CAPITAL] Capital, +1 [icon:YIELD_CULTURE] Culture on [icon:CITY_UNIMPROVED] Mountain Terrain in other [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP].","+2 Culture on Mountain Terrain in your Capital, +1 Culture on Mountain Terrain in other Settlements."
TRADITION_HONOR,Honor,Policy,+3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] against [icon:INDEPENDENT_POWER] [TIP:LOC_PEDIA_CONCEPTS_INDEPENDENT_POWER_TOOLTIP]Independent Powers[/TIP].,+3 Combat Strength against Independent Powers.
TRADITION_HOSPITALITY,Hospitality,Policy,+3 [icon:YIELD_CULTURE] for every [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+3 Culture for every City-State you are Suzerain of.
TRADITION_HO_OKUPU_I,Ho'okupu I,Tradition,"+1 [icon:YIELD_FOOD] Food on Marine Terrain. Improvements, Buildings, and Districts do not get pillaged by Floods, Volcanic Eruptions, and Hurricanes.","+1 Food on Marine Terrain. Improvements, Buildings, and Districts do not get pillaged by Floods, Volcanic Eruptions, and Hurricanes."
TRADITION_HO_OKUPU_II,Ho'okupu II,Tradition,"+2 [icon:YIELD_FOOD] Food on Marine Terrain. Improvements, Buildings, and Districts do not get pillaged by Floods, Volcanic Eruptions, and Hurricanes.","+2 Food on Marine Terrain. Improvements, Buildings, and Districts do not get pillaged by Floods, Volcanic Eruptions, and Hurricanes."
TRADITION_HUMANISM,Humanism,Policy,+3 [icon:YIELD_CULTURE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +1 [icon:YIELD_FOOD] and [icon:YIELD_HAPPINESS] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+3 Culture from Specialists. +1 Food and Happiness Maintenance on Specialists.
TRADITION_HUMORALISM,Humoralism,Tradition,Gain 100 [icon:YIELD_SCIENCE] (Scales by Game Speed) when [icon:UNIT_PHYSICIAN] Physicians Treat the Sick on a [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP] with a Hospital.,Gain 100 Science (Scales by Game Speed) when Physicians Treat the Sick on a District with a Hospital.
TRADITION_ICELAND_SYNCRETISM_ANTIQUITY,Drekahöfuð I,Tradition,Producing a [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Unit[/TIP] grants [icon:YIELD_CULTURE] Culture equal to 50% of the Unit's [icon:YIELD_PRODUCTION] Production cost.,Producing a Naval Unit grants Culture equal to 50% of the Unit's Production cost.
TRADITION_ICELAND_SYNCRETISM_MODERN,Drekahöfuð II,Tradition,Producing a [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Unit[/TIP] grants [icon:YIELD_CULTURE] Culture equal to 50% of the Unit's [icon:YIELD_PRODUCTION] Production cost. +1 [icon:NAR_REW_COMBAT] Combat Strength for [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Units[/TIP] for each improved [icon:NOTIFICATION_DISCOVER_NATURAL_WONDER] [TIP:LOC_PEDIA_CONCEPTS_NATURAL_WONDER_TOOLTIP]Natural Wonder[/TIP] in your empire.,Producing a Naval Unit grants Culture equal to 50% of the Unit's Production cost. +1 Combat Strength for Naval Units for each improved Natural Wonder in your empire.
TRADITION_ICONOLATRY,Iconolatry I,Tradition,+1 [icon:YIELD_HAPPINESS] Happiness and [icon:YIELD_GOLD] Gold from [icon:NAR_REW_GREATWORK] Great Works.,+1 Happiness and Gold from Great Works.
TRADITION_ICONOLATRY_II,Iconolatry II,Tradition,+1 [icon:YIELD_HAPPINESS] Happiness and [icon:YIELD_GOLD] Gold from [icon:NAR_REW_GREATWORK] Great Works. +3 [icon:YIELD_HAPPINESS] Happiness on Hidden Fortresses in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with a [icon:NAR_REW_GREATWORK] Great Work Slotted.,+1 Happiness and Gold from Great Works. +3 Happiness on Hidden Fortresses in Settlements with a Great Work Slotted.
TRADITION_IMPOVERISHED_NOBILITY,Impoverished Nobility,Tradition,+1 [icon:YIELD_GOLD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP].,+1 Gold Maintenance for Military Units.
TRADITION_INCA_SYNCRETISM_ANTIQUITY,Huaca I,Tradition,+10% [icon:YIELD_FOOD] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with their City Center adjacent to a Mountain or with 3 worked Mountain tiles.,+10% Food in Settlements with their City Center adjacent to a Mountain or with 3 worked Mountain tiles.
TRADITION_INCA_SYNCRETISM_MODERN,Huaca II,Tradition,+15% [icon:YIELD_FOOD] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with their City Center adjacent to a Mountain or with 3 worked Mountain tiles.,+15% Food in Settlements with their City Center adjacent to a Mountain or with 3 worked Mountain tiles.
TRADITION_INCOMPETENT_MINISTERS,Incompetent Ministers,Tradition,-1 [icon:YIELD_DIPLOMACY] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] you founded.,-1 Influence in Settlements you founded.
TRADITION_INDENTURE,Indenture,Policy,+2 [icon:YIELD_FOOD] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +1 [icon:YIELD_HAPPINESS] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+2 Food from Specialists. +1 Happiness Maintenance on Specialists.
TRADITION_INFERIOR_TACTICS,Inferior Tactics,Tradition,-6 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] against [icon:INDEPENDENT_POWER] [TIP:LOC_PEDIA_CONCEPTS_INDEPENDENT_POWER_TOOLTIP]Independent Powers[/TIP].,-6 Combat Strength against Independent Powers.
TRADITION_INTERLACUSTRINE_I,Interlacustrine I,Tradition,All Buildings in [icon:YIELD_CITIES] Cities gain Adjacency from Lakes.,All Buildings in Cities gain Adjacency from Lakes.
TRADITION_INTERLACUSTRINE_II,Interlacustrine II,Tradition,All [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] gain an Adjacency with Lakes based on all the Building's Yields.,All Buildings gain an Adjacency with Lakes based on all the Building's Yields.
TRADITION_IRON_CROSS,Iron Cross,Tradition,+3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Units within the [icon:COMMANDER_RADIUS] [TIP:LOC_PEDIA_CONCEPTS_COMMAND_RADIUS_TOOLTIP]Command Radius[/TIP] of a [icon:UNIT_ARMY_COMMANDER] [TIP:LOC_PEDIA_CONCEPTS_COMMANDER_TOOLTIP]Commander[/TIP] with a [TIP:LOC_PEDIA_CONCEPTS_COMMENDATION_TOOLTIP]Commendation[/TIP].,+3 Combat Strength for Units within the Command Radius of a Commander with a Commendation.
TRADITION_ISA,Isa,Tradition,+5 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] and +2 [icon:Action_Move] Movement for all Units on [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_MINOR_RIVER_TOOLTIP]Minor[/TIP] and [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP] do not end Unit [icon:Action_Move] Movement.,+5 Combat Strength and +2 Movement for all Units on Navigable Rivers. Minor and Navigable Rivers do not end Unit Movement.
TRADITION_IUS_REFORMANDI,Ius Reformandi,Tradition,"When you convert a [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] you own, gain a Migrant and damage 3 [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] in that [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].","When you convert a Settlement you own, gain a Migrant and damage 3 Buildings in that Settlement."
TRADITION_JARLIG_I,Jarlig I,Tradition,+25% [icon:YIELD_PRODUCTION] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Captured Cities[/TIP] from any Age. [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Captured Towns[/TIP] do not cost double to convert into [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].,+25% Production in Captured Cities from any Age. Captured Towns do not cost double to convert into Cities.
TRADITION_JARLIG_II,Jarlig II,Tradition,+50% [icon:YIELD_PRODUCTION] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Captured Cities[/TIP] from any Age. [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Captured Towns[/TIP] do not cost double to convert into [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].,+50% Production in Captured Cities from any Age. Captured Towns do not cost double to convert into Cities.
TRADITION_JINSI_KAMIL,Jins-i Kamil,Tradition,"+1 [icon:YIELD_FOOD] on Farms for each adjacent Plantation, and on Plantations for each adjacent Farm.","+1 Food on Farms for each adjacent Plantation, and on Plantations for each adjacent Farm."
TRADITION_JURE_I,Juré I,Tradition,+1 [icon:YIELD_CULTURE] in the [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP] and +1 [icon:YIELD_HAPPINESS] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted in the [icon:GOVERNMENT] [TIP:LOC_PEDIA_CONCEPTS_GOVERNMENT_TOOLTIP]Government[/TIP].,+1 Culture in the Capital and +1 Happiness in Cities for every Tradition slotted in the Government.
TRADITION_JURE_II,Juré II,Tradition,+2 [icon:YIELD_CULTURE] in the [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP] and +2 [icon:YIELD_HAPPINESS] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted in the [icon:GOVERNMENT] [TIP:LOC_PEDIA_CONCEPTS_GOVERNMENT_TOOLTIP]Government[/TIP].,+2 Culture in the Capital and +2 Happiness in Cities for every Tradition slotted in the Government.
TRADITION_JU_XIAN,Ju Xian I,Tradition,+1 [icon:YIELD_SCIENCE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+1 Science from Specialists.
TRADITION_JU_XIAN_II,Ju Xian II,Tradition,+1 [icon:YIELD_SCIENCE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +10% [icon:YIELD_SCIENCE] in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital.,+1 Science from Specialists. +10% Science in the Capital.
TRADITION_KAMBU_MERA_I,Kambu-Mera I,Tradition,+50% [icon:YIELD_FOOD] and [icon:YIELD_HAPPINESS] towards [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]maintaining[/TIP] [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+50% Food and Happiness towards maintaining Specialists.
TRADITION_KAMBU_MERA_II,Kambu-Mera II,Tradition,+100% [icon:YIELD_FOOD] and [icon:YIELD_HAPPINESS] towards [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]maintaining[/TIP] [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +1 [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_LIMIT_TOOLTIP]Specialist Limit[/TIP] in the [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP].,+100% Food and Happiness towards maintaining Specialists. +1 Specialist Limit in the Capital.
TRADITION_KAPA,Kapa,Tradition,+50% [icon:YIELD_PRODUCTION] Production towards constructing [icon:YIELD_CULTURE] Culture [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+50% Production towards constructing Culture Buildings.
TRADITION_KARA,Kara I,Tradition,+25% [icon:YIELD_PRODUCTION] towards training [TIP:LOC_PEDIA_CONCEPTS_INFANTRY_UNITS_TOOLTIP]Infantry Units[/TIP]. -2 [icon:YIELD_GOLD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_INFANTRY_UNITS_TOOLTIP]Infantry Units[/TIP].,+25% Production towards training Infantry Units. -2 Gold Maintenance for Infantry Units.
TRADITION_KARA_II,Kara II,Tradition,+25% [icon:YIELD_PRODUCTION] towards training [TIP:LOC_PEDIA_CONCEPTS_INFANTRY_UNITS_TOOLTIP]Infantry Units[/TIP]. -3 [icon:YIELD_GOLD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for Infantry Units. Infantry Units heal 15 [icon:Action_Heal] HP after defeating an enemy Unit.,+25% Production towards training Infantry Units. -3 Gold Maintenance for Infantry Units. Infantry Units heal 15 HP after defeating an enemy Unit.
TRADITION_KEMET_I,Kemet I,Tradition,+2 [icon:YIELD_CULTURE] on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP].,+2 Culture on Improvements and Districts on Navigable Rivers.
TRADITION_KEMET_II,Kemet II,Tradition,+3 [icon:YIELD_CULTURE] on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP].,+3 Culture on Improvements and Districts on Navigable Rivers.
TRADITION_KHMER_SYNCRETISM_EXPLORATION,Varna I,Tradition,+1 [icon:YIELD_GOLD] on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+1 Gold on Specialists.
TRADITION_KHMER_SYNCRETISM_MODERN,Varna II,Tradition,+1 [icon:YIELD_GOLD] and [icon:YIELD_SCIENCE] on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+1 Gold and Science on Specialists.
TRADITION_KOKUTAI,Kōkūtai,Tradition,+6 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Aircraft attacking an enemy Unit adjacent to a [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Unit[/TIP].,+6 Combat Strength for Aircraft attacking an enemy Unit adjacent to a Naval Unit.
TRADITION_KRESTYANSKAYA_REFORMA_I,Krestyanskaya Reforma I,Tradition,"+15% [icon:YIELD_PRODUCTION], but -15% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].","+15% Production, but -15% Growth Rate in Cities."
TRADITION_KRESTYANSKAYA_REFORMA_II,Krestyanskaya Reforma II,Tradition,"+15% [icon:YIELD_PRODUCTION] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP], or +20% [icon:YIELD_PRODUCTION] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] in Tundra, but -15% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].","+15% Production in Cities, or +20% Production in Cities in Tundra, but -15% Growth Rate in Cities."
TRADITION_KSHATRIYA,Kshatriya,Tradition,"+3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_INFANTRY_UNITS_TOOLTIP]Infantry[/TIP] and [TIP:LOC_PEDIA_CONCEPTS_CAVALRY_UNITS_TOOLTIP]Cavalry Units[/TIP] when adjacent to each other, or +5 while in a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP].","+3 Combat Strength for Infantry and Cavalry Units when adjacent to each other, or +5 while in a Celebration."
TRADITION_LAISSEZ_FAIRE,Laissez-Faire,Policy,+2 [icon:YIELD_GOLD] and +1 [icon:YIELD_HAPPINESS] for every imported [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP].,+2 Gold and +1 Happiness for every imported Resource.
TRADITION_LAND_HERITAGE,Land Heritage,Policy,+2 [icon:YIELD_HAPPINESS] on [icon:CITY_UNIMPROVED] Mountains. +6 [icon:YIELD_CULTURE] on [icon:NOTIFICATION_DISCOVER_NATURAL_WONDER] Natural Wonders.,+2 Happiness on Mountains. +6 Culture on Natural Wonders.
TRADITION_LAST_RESERVES,Last Reserves,Tradition,+10% [icon:YIELD_PRODUCTION] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] per [icon:PLAYER_RELATIONSHIP_HOSTILE] Hostile Relationship. +1 [icon:Action_Move] Movement for all [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP].,+10% Production in Cities per Hostile Relationship. +1 Movement for all Military Units.
TRADITION_LATINITAS_I,Latinitas I,Tradition,"+2 [icon:YIELD_FOOD] and [icon:YIELD_CULTURE] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP], doubled in [icon:PROJECT_TOWN_FORT] Fort Towns.","+2 Food and Culture in Towns, doubled in Fort Towns."
TRADITION_LATINITAS_II,Latinitas II,Tradition,"+2 [icon:YIELD_FOOD] and [icon:YIELD_CULTURE] in [icon:YIELD_TOWNS] Towns, doubled in [icon:PROJECT_TOWN_FORT] Fort Towns. These numbers are doubled again in Distant Lands.","+2 Food and Culture in Towns, doubled in Fort Towns. These numbers are doubled again in Distant Lands."
TRADITION_LAZARETTOS,Lazarettos,Tradition,"[TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP], [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP], and [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] in Coastal [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] with a Dungeon are not damaged by [icon:YIELD_PLAGUE] Major Outbreaks.","Buildings, Improvements, and Districts in Coastal Settlements with a Dungeon are not damaged by Major Outbreaks."
TRADITION_LA_REFORMA_I,La Reforma I,Tradition,+1 [icon:YIELD_CULTURE] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] with a Growing Focus for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted into the [icon:GOVERNMENT] Government.,+1 Culture in Towns with a Growing Focus for every Tradition slotted into the Government.
TRADITION_LA_REFORMA_II,La Reforma II,Tradition,+1 [icon:YIELD_CULTURE] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted into the [icon:GOVERNMENT] Government.,+1 Culture in Towns for every Tradition slotted into the Government.
TRADITION_LEND_LEASE,Lend-Lease,Tradition,"+1 [icon:WAR_SUPPORT] [TIP:LOC_PEDIA_CONCEPTS_WAR_SUPPORT_TOOLTIP]War Support[/TIP] on all [icon:WAR] Wars, or +2 if joining a [icon:WAR] War with an Ally. +25% [icon:YIELD_PRODUCTION] towards training [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP] when fighting a [icon:WAR] War in which your [icon:WAR_SUPPORT] War Support is higher than your opponent.","+1 War Support on all Wars, or +2 if joining a War with an Ally. +25% Production towards training Military Units when fighting a War in which your War Support is higher than your opponent."
TRADITION_LEVIES,Levies,Policy,+25% [icon:YIELD_GOLD] towards purchasing [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP]. -1 [icon:YIELD_GOLD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for Units.,+25% Gold towards purchasing Military Units. -1 Gold Maintenance for Units.
TRADITION_LITERATURE,Literature,Policy,+2 [icon:YIELD_SCIENCE] on Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP]. +20% [icon:YIELD_PRODUCTION] towards constructing Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+2 Science on Science Buildings. +20% Production towards constructing Science Buildings.
TRADITION_LITURGICAL_DISPUTES,Liturgical Disputes,Tradition,-4 [icon:YIELD_HAPPINESS] in all [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] following your [icon:NAR_REW_RELIGION] [TIP:LOC_PEDIA_CONCEPTS_RELIGION_TOOLTIP]Religion[/TIP].,-4 Happiness in all Settlements following your Religion.
TRADITION_LIVING_STANDARDS,Living Standards,Policy,+25% [icon:YIELD_GOLD] and [icon:YIELD_HAPPINESS] towards maintaining [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+25% Gold and Happiness towards maintaining Buildings.
TRADITION_LYFSTEINN_I,Lyfsteinn I,Tradition,+10 [icon:Action_Heal] Healing for [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Units[/TIP] outside friendly territory.,+10 Healing for Naval Units outside friendly territory.
TRADITION_LYFSTEINN_II,Lyfsteinn II,Tradition,+20 [icon:Action_Heal] Healing for [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Units[/TIP] outside friendly territory.,+20 Healing for Naval Units outside friendly territory.
TRADITION_MAITRI_SANDHI,Maitri Sandhi II,Tradition,"+50% [icon:YIELD_DIPLOMACY] Influence towards initiating [icon:ENDEAVOR] [TIP:LOC_PEDIA_CONCEPTS_ENDEAVOR_TOOLTIP]Endeavors[/TIP] if you have the least amount of [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP], +20% otherwise.","+50% Influence towards initiating Endeavors if you have the least amount of Settlements, +20% otherwise."
TRADITION_MAITRI_SANDHI_I,Maitri Sandhi I,Tradition,"+25% [icon:YIELD_DIPLOMACY] Influence towards initiating [icon:ENDEAVOR] [TIP:LOC_PEDIA_CONCEPTS_ENDEAVOR_TOOLTIP]Endeavors[/TIP] if you have the least amount of [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP], +10% otherwise.","+25% Influence towards initiating Endeavors if you have the least amount of Settlements, +10% otherwise."
TRADITION_MAJAPAHIT_SYNCRETISM_ANTIQUITY,Subak I,Tradition,+2 [icon:YIELD_FOOD] on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] on or adjacent to [icon:CITY_UNIMPROVED] Coast. +10% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] adjacent to [icon:CITY_UNIMPROVED] Coast.,+2 Food on Quarters on or adjacent to Coast. +10% Growth Rate in Settlements adjacent to Coast.
